时间,交易笔数
"2021-02-10 00:00","340758",
"2021-02-11 00:00","304739",
"2021-02-12 00:00","343306",
"2021-02-13 00:00","336624",
"2021-02-14 00:00","295428",
"2021-02-15 00:00","311322",
"2021-02-16 00:00","296388",
"2021-02-17 00:00","317666",
"2021-02-18 00:00","316952",
"2021-02-19 00:00","341586",
"2021-02-20 00:00","320475",
"2021-02-21 00:00","271645",
"2021-02-22 00:00","285383",
"2021-02-23 00:00","287884",
"2021-02-24 00:00","358092",
"2021-02-25 00:00","326116",
"2021-02-26 00:00","306416",
"2021-02-27 00:00","320784",
"2021-02-28 00:00","254316",
"2021-03-01 00:00","280485",
"2021-03-02 00:00","338150",
"2021-03-03 00:00","333402",
"2021-03-04 00:00","289631",
"2021-03-05 00:00","317780",
"2021-03-06 00:00","287963",
"2021-03-07 00:00","260739",
"2021-03-08 00:00","291955",
"2021-03-09 00:00","299682",
"2021-03-10 00:00","344688",
"2021-03-11 00:00","291245",
"2021-03-12 00:00","320744",
"2021-03-13 00:00","277072",
"2021-03-14 00:00","308050",
"2021-03-15 00:00","292231",
"2021-03-16 00:00","319493",
"2021-03-17 00:00","296119",
"2021-03-18 00:00","331718",
"2021-03-19 00:00","316180",
"2021-03-20 00:00","286815",
"2021-03-21 00:00","234936",
"2021-03-22 00:00","297410",
"2021-03-23 00:00","314234",
"2021-03-24 00:00","305093",
"2021-03-25 00:00","318562",
"2021-03-26 00:00","293610",
"2021-03-27 00:00","288259",
"2021-03-28 00:00","248605",
"2021-03-29 00:00","303305",
"2021-03-30 00:00","321090",
"2021-03-31 00:00","332749",
"2021-04-01 00:00","311939",
"2021-04-02 00:00","305788",
"2021-04-03 00:00","281717",
"2021-04-04 00:00","246007",
"2021-04-05 00:00","289046",
"2021-04-06 00:00","309565",
"2021-04-07 00:00","321319",
"2021-04-08 00:00","278534",
"2021-04-09 00:00","324720",
"2021-04-10 00:00","299086",
"2021-04-11 00:00","253449",
"2021-04-12 00:00","291369",
"2021-04-13 00:00","310213",
"2021-04-14 00:00","297494",
"2021-04-15 00:00","359440",
"2021-04-16 00:00","219704",
"2021-04-17 00:00","194580",
"2021-04-18 00:00","274735",
"2021-04-19 00:00","208439",
"2021-04-20 00:00","279977",
"2021-04-21 00:00","226021",
"2021-04-22 00:00","274610",
"2021-04-23 00:00","295731",
"2021-04-24 00:00","290690",
"2021-04-25 00:00","241041",
"2021-04-26 00:00","240687",
"2021-04-27 00:00","298109",
"2021-04-28 00:00","277126",
"2021-04-29 00:00","259465",
"2021-04-30 00:00","289389",
"2021-05-01 00:00","262991",
"2021-05-02 00:00","235214",
"2021-05-03 00:00","287007",
"2021-05-04 00:00","300824",
"2021-05-05 00:00","309774",
"2021-05-06 00:00","311380",
"2021-05-07 00:00","307988",
"2021-05-08 00:00","274691",
"2021-05-09 00:00","247866",
"2021-05-10 00:00","303297",
"2021-05-11 00:00","312115",
"2021-05-12 00:00","300452",
"2021-05-13 00:00","276472",
"2021-05-14 00:00","266055",
"2021-05-15 00:00","232099",
"2021-05-16 00:00","219435",
"2021-05-17 00:00","250910",
"2021-05-18 00:00","221018",
"2021-05-19 00:00","263419",
"2021-05-20 00:00","228039",
"2021-05-21 00:00","226351",
"2021-05-22 00:00","223800",
"2021-05-23 00:00","194320",
"2021-05-24 00:00","234755",
"2021-05-25 00:00","233644",
"2021-05-26 00:00","230753",
"2021-05-27 00:00","214035",
"2021-05-28 00:00","218311",
"2021-05-29 00:00","198332",
"2021-05-30 00:00","179795",
"2021-05-31 00:00","226469",
"2021-06-01 00:00","234561",
"2021-06-02 00:00","250589",
"2021-06-03 00:00","255621",
"2021-06-04 00:00","236672",
"2021-06-05 00:00","194580",
"2021-06-06 00:00","185305",
"2021-06-07 00:00","235479",
"2021-06-08 00:00","246906",
"2021-06-09 00:00","210911",
"2021-06-10 00:00","252983",
"2021-06-11 00:00","216502",
"2021-06-12 00:00","222774",
"2021-06-13 00:00","187098",
"2021-06-14 00:00","242416",
"2021-06-15 00:00","241861",
"2021-06-16 00:00","252937",
"2021-06-17 00:00","237725",
"2021-06-18 00:00","222918",
"2021-06-19 00:00","187042",
"2021-06-20 00:00","167249",
"2021-06-21 00:00","205050",
"2021-06-22 00:00","196523",
"2021-06-23 00:00","232704",
"2021-06-24 00:00","233278",
"2021-06-25 00:00","218245",
"2021-06-26 00:00","181628",
"2021-06-27 00:00","121538",
"2021-06-28 00:00","221000",
"2021-06-29 00:00","205616",
"2021-06-30 00:00","215304",
"2021-07-01 00:00","233683",
"2021-07-02 00:00","188568",
"2021-07-03 00:00","237463",
"2021-07-04 00:00","171850",
"2021-07-05 00:00","223760",
"2021-07-06 00:00","228279",
"2021-07-07 00:00","221227",
"2021-07-08 00:00","230719",
"2021-07-09 00:00","227511",
"2021-07-10 00:00","187263",
"2021-07-11 00:00","166144",
"2021-07-12 00:00","220269",
"2021-07-13 00:00","229916",
"2021-07-14 00:00","236217",
"2021-07-15 00:00","226234",
"2021-07-16 00:00","223466",
"2021-07-17 00:00","182047",
"2021-07-18 00:00","161122",
"2021-07-19 00:00","226803",
"2021-07-20 00:00","230509",
"2021-07-21 00:00","235680",
"2021-07-22 00:00","230282",
"2021-07-23 00:00","231130",
"2021-07-24 00:00","198091",
"2021-07-25 00:00","174535",
"2021-07-26 00:00","261950",
"2021-07-27 00:00","255194",
"2021-07-28 00:00","251223",
"2021-07-29 00:00","262612",
"2021-07-30 00:00","255417",
"2021-07-31 00:00","207348",
"2021-08-01 00:00","185157",
"2021-08-02 00:00","239277",
"2021-08-03 00:00","246198",
"2021-08-04 00:00","239596",
"2021-08-05 00:00","246175",
"2021-08-06 00:00","260810",
"2021-08-07 00:00","212229",
"2021-08-08 00:00","191623",
"2021-08-09 00:00","252660",
"2021-08-10 00:00","260968",
"2021-08-11 00:00","262437",
"2021-08-12 00:00","250961",
"2021-08-13 00:00","260624",
"2021-08-14 00:00","209074",
"2021-08-15 00:00","186239",
"2021-08-16 00:00","263529",
"2021-08-17 00:00","257766",
"2021-08-18 00:00","247333",
"2021-08-19 00:00","253447",
"2021-08-20 00:00","271837",
"2021-08-21 00:00","219407",
"2021-08-22 00:00","190631",
"2021-08-23 00:00","270736",
"2021-08-24 00:00","263984",
"2021-08-25 00:00","263009",
"2021-08-26 00:00","258590",
"2021-08-27 00:00","256813",
"2021-08-28 00:00","218268",
"2021-08-29 00:00","191650",
"2021-08-30 00:00","250955",
"2021-08-31 00:00","271163",
"2021-09-01 00:00","280865",
"2021-09-02 00:00","289900",
"2021-09-03 00:00","283991",
"2021-09-04 00:00","227732",
"2021-09-05 00:00","205066",
"2021-09-06 00:00","268877",
"2021-09-07 00:00","276624",
"2021-09-08 00:00","270483",
"2021-09-09 00:00","274384",
"2021-09-10 00:00","261371",
"2021-09-11 00:00","218445",
"2021-09-12 00:00","192691",
"2021-09-13 00:00","255970",
"2021-09-14 00:00","268127",
"2021-09-15 00:00","268957",
"2021-09-16 00:00","271223",
"2021-09-17 00:00","271040",
"2021-09-18 00:00","227661",
"2021-09-19 00:00","200516",
"2021-09-20 00:00","270233",
"2021-09-21 00:00","244568",
"2021-09-22 00:00","275235",
"2021-09-23 00:00","268689",
"2021-09-24 00:00","277565",
"2021-09-25 00:00","212575",
"2021-09-26 00:00","195560",
"2021-09-27 00:00","255873",
"2021-09-28 00:00","262292",
"2021-09-29 00:00","241991",
"2021-09-30 00:00","284830",
"2021-10-01 00:00","275069",
"2021-10-02 00:00","255717",
"2021-10-03 00:00","212659",
"2021-10-04 00:00","260386",
"2021-10-05 00:00","33933",
"2021-10-06 00:00","null",
"2021-10-07 00:00","null",
"2021-10-08 00:00","280028",
"2021-10-09 00:00","246189",
"2021-10-10 00:00","211506",
"2021-10-11 00:00","280184",
"2021-10-12 00:00","274155",
"2021-10-13 00:00","288916",
"2021-10-14 00:00","282383",
"2021-10-15 00:00","297746",
"2021-10-16 00:00","270052",
"2021-10-17 00:00","215883",
"2021-10-18 00:00","285368",
"2021-10-19 00:00","312018",
"2021-10-20 00:00","291813",
"2021-10-21 00:00","320743",
"2021-10-22 00:00","287550",
"2021-10-23 00:00","223941",
"2021-10-24 00:00","211220",
"2021-10-25 00:00","284680",
"2021-10-26 00:00","294029",
"2021-10-27 00:00","292114",
"2021-10-28 00:00","295558",
"2021-10-29 00:00","305733",
"2021-10-30 00:00","252061",
"2021-10-31 00:00","217435",
"2021-11-01 00:00","293282",
"2021-11-02 00:00","297402",
"2021-11-03 00:00","288746",
"2021-11-04 00:00","289141",
"2021-11-05 00:00","285946",
"2021-11-06 00:00","236233",
"2021-11-07 00:00","226128",
"2021-11-08 00:00","285806",
"2021-11-09 00:00","335411",
"2021-11-10 00:00","301025",
"2021-11-11 00:00","293665",
"2021-11-12 00:00","282049",
"2021-11-13 00:00","238634",
"2021-11-14 00:00","224016",
"2021-11-15 00:00","288435",
"2021-11-16 00:00","301103",
"2021-11-17 00:00","290390",
"2021-11-18 00:00","293867",
"2021-11-19 00:00","284719",
"2021-11-20 00:00","249652",
"2021-11-21 00:00","222949",
"2021-11-22 00:00","279165",
"2021-11-23 00:00","283401",
"2021-11-24 00:00","298909",
"2021-11-25 00:00","287496",
"2021-11-26 00:00","292645",
"2021-11-27 00:00","240759",
"2021-11-28 00:00","213768",
"2021-11-29 00:00","301297",
"2021-11-30 00:00","293876",
"2021-12-01 00:00","288422",
"2021-12-02 00:00","313261",
"2021-12-03 00:00","290139",
"2021-12-04 00:00","253674",
"2021-12-05 00:00","215213",
"2021-12-06 00:00","284467",
"2021-12-07 00:00","288343",
"2021-12-08 00:00","266110",
"2021-12-09 00:00","282775",
"2021-12-10 00:00","271375",
"2021-12-11 00:00","225733",
"2021-12-12 00:00","214808",
"2021-12-13 00:00","278211",
"2021-12-14 00:00","278275",
"2021-12-15 00:00","281103",
"2021-12-16 00:00","256206",
"2021-12-17 00:00","263495",
"2021-12-18 00:00","239170",
"2021-12-19 00:00","206719",
"2021-12-20 00:00","266947",
"2021-12-21 00:00","304713",
"2021-12-22 00:00","288495",
"2021-12-23 00:00","291799",
"2021-12-24 00:00","260565",
"2021-12-25 00:00","207803",
"2021-12-26 00:00","198574",
"2021-12-27 00:00","249548",
"2021-12-28 00:00","265422",
"2021-12-29 00:00","276083",
"2021-12-30 00:00","245021",
"2021-12-31 00:00","269540",
"2022-01-01 00:00","186834",
"2022-01-02 00:00","196865",
"2022-01-03 00:00","234793",
"2022-01-04 00:00","274544",
"2022-01-05 00:00","272155",
"2022-01-06 00:00","264899",
"2022-01-07 00:00","255381",
"2022-01-08 00:00","223920",
"2022-01-09 00:00","210143",
"2022-01-10 00:00","266743",
"2022-01-11 00:00","277698",
"2022-01-12 00:00","271933",
"2022-01-13 00:00","274515",
"2022-01-14 00:00","270882",
"2022-01-15 00:00","234373",
"2022-01-16 00:00","216151",
"2022-01-17 00:00","258141",
"2022-01-18 00:00","265057",
"2022-01-19 00:00","270334",
"2022-01-20 00:00","271265",
"2022-01-21 00:00","272348",
"2022-01-22 00:00","250294",
"2022-01-23 00:00","203986",
"2022-01-24 00:00","270712",
"2022-01-25 00:00","265128",
"2022-01-26 00:00","261070",
"2022-01-27 00:00","255925",
"2022-01-28 00:00","264609",
"2022-01-29 00:00","231038",
"2022-01-30 00:00","207173",
"2022-01-31 00:00","263410",
"2022-02-01 00:00","272984",
"2022-02-02 00:00","278985",
"2022-02-03 00:00","265344",
"2022-02-04 00:00","247946",
"2022-02-05 00:00","258646",
"2022-02-06 00:00","219196",
"2022-02-07 00:00","262034",
"2022-02-08 00:00","276850",
"2022-02-09 00:00","265804",
"2022-02-10 00:00","260813",
"2022-02-11 00:00","258595",
"2022-02-12 00:00","228189",
"2022-02-13 00:00","208977",
"2022-02-14 00:00","247592",
"2022-02-15 00:00","273623",
"2022-02-16 00:00","266788",
"2022-02-17 00:00","255573",
"2022-02-18 00:00","261055",
"2022-02-19 00:00","220673",
"2022-02-20 00:00","200535",
"2022-02-21 00:00","237402",
"2022-02-22 00:00","260265",
"2022-02-23 00:00","251275",
"2022-02-24 00:00","254139",
"2022-02-25 00:00","260340",
"2022-02-26 00:00","220423",
"2022-02-27 00:00","211164",
"2022-02-28 00:00","270918",
"2022-03-01 00:00","280634",
"2022-03-02 00:00","288657",
"2022-03-03 00:00","268244",
"2022-03-04 00:00","262101",
"2022-03-05 00:00","225321",
"2022-03-06 00:00","207116",
"2022-03-07 00:00","255441",
"2022-03-08 00:00","255771",
"2022-03-09 00:00","272805",
"2022-03-10 00:00","261553",
"2022-03-11 00:00","252383",
"2022-03-12 00:00","225148",
"2022-03-13 00:00","208092",
"2022-03-14 00:00","259592",
"2022-03-15 00:00","263178",
"2022-03-16 00:00","276390",
"2022-03-17 00:00","278800",
"2022-03-18 00:00","261318",
"2022-03-19 00:00","242424",
"2022-03-20 00:00","210547",
"2022-03-21 00:00","259912",
"2022-03-22 00:00","264569",
"2022-03-23 00:00","264182",
"2022-03-24 00:00","262987",
"2022-03-25 00:00","290719",
"2022-03-26 00:00","231031",
"2022-03-27 00:00","218202",
"2022-03-28 00:00","293304",
"2022-03-29 00:00","286940",
"2022-03-30 00:00","272864",
"2022-03-31 00:00","279210",
"2022-04-01 00:00","284105",
"2022-04-02 00:00","254442",
"2022-04-03 00:00","225564",
"2022-04-04 00:00","275106",
"2022-04-05 00:00","273430",
"2022-04-06 00:00","273640",
"2022-04-07 00:00","269404",
"2022-04-08 00:00","266805",
"2022-04-09 00:00","232792",
"2022-04-10 00:00","216446",
"2022-04-11 00:00","276623",
"2022-04-12 00:00","278839",
"2022-04-13 00:00","131215",
